Time,Time Code,Country Name,Country Code,CO2 emissions (kt) [EN.ATM.CO2E.KT],"Population, total [SP.POP.TOTL]","GDP per capita, PPP (constant 2017 international $) [NY.GDP.PCAP.PP.KD]"
2018,YR2018,Belgium,BEL,93660.0036621094,11427054,51113.4817384021
2018,YR2018,Croatia,HRV,16430.0003051758,4087843,28219.9630188516
2018,YR2018,Cyprus,CYP,7199.99980926514,1218831,40092.67578125
2018,YR2018,Czechia,CZE,100900.001525879,10629928,39941.2853497589
2018,YR2018,Denmark,DNK,33130.0010681152,5793636,56178.7746299825
2018,YR2018,Estonia,EST,15319.9996948242,1321977,34979.8670494407
2018,YR2018,Finland,FIN,44580.0018310547,5515525,48048.5246160501
2018,YR2018,France,FRA,307049.987792969,67158348,45245.9608684875
2018,YR2018,Germany,DEU,707700.012207031,82905782,53431.3928655449
2018,YR2018,Greece,GRC,65019.9966430664,10732882,29141.1743829385
2018,YR2018,Hungary,HUN,46400.0015258789,9775564,31122.5027861567
2018,YR2018,Iceland,ISL,1700.00004768372,352721,56816.363605094
2018,YR2018,Ireland,IRL,37659.9998474121,4867316,83340.3915953792
2018,YR2018,Italy,ITA,324880.004882813,60421760,42045.9214694407
2018,YR2018,Liechtenstein,LIE,140.000000596046,38181,..
2018,YR2018,Lithuania,LTU,11649.9996185303,2801543,35446.708082914
2018,YR2018,Luxembourg,LUX,9319.99969482422,607950,114164.468558094
2018,YR2018,Netherlands,NLD,151360.000610352,17231624,56060.9136269404
2018,YR2018,Norway,NOR,37590.0001525879,5311916,64341.2586813606
2018,YR2018,Poland,POL,311910.003662109,37974750,31739.2569617723
2018,YR2018,Portugal,PRT,49500,10283822,34040.7253873665
2018,YR2018,Romania,ROU,75190.0024414063,19473970,28736.0949971045
2018,YR2018,San Marino,SMR,..,34156,58898.0580772496
2018,YR2018,Slovak Republic,SVK,33000,5446771,31229.8632709979
2018,YR2018,Slovenia,SVN,14069.9996948242,2073894,37995.7163789561
2018,YR2018,Spain,ESP,257040.008544922,46797754,40255.2537632492
2018,YR2018,Sweden,SWE,36009.9983215332,10175214,52349.2924275599
2018,YR2018,Switzerland,CHE,37479.9995422363,8514329,70558.5630191075
2018,YR2018,United Kingdom,GBR,360730.010986328,66460344,46878.1349608861
2019,YR2019,Andorra,AND,500,76343,..
2019,YR2019,Austria,AUT,64769.9966430664,8879920,55806.4382499366
2019,YR2019,Belgium,BEL,93010.0021362305,11488980,51977.1853280951
2019,YR2019,Croatia,HRV,16520.0004577637,4065253,29347.5482268596
2019,YR2019,Cyprus,CYP,7190.00005722046,1228836,41739.46484375
2019,YR2019,Czechia,CZE,96290.0009155273,10671870,40989.7266228223
2019,YR2019,Denmark,DNK,29700.0007629395,5814422,56813.9641554635
2019,YR2019,Estonia,EST,10180.0003051758,1326898,36153.4319482746
2019,YR2019,Finland,FIN,40709.9990844727,5521606,48583.4339897935
2019,YR2019,France,FRA,300519.989013672,67388001,45922.7947390313
2019,YR2019,Germany,DEU,657400.024414063,83092962,53874.3166510099
2019,YR2019,Greece,GRC,60000,10721582,29721.5857620428
2019,YR2019,Hungary,HUN,46380.0010681152,9771141,32649.141606821
2019,YR2019,Iceland,ISL,1639.99998569489,360563,56923.1724505126
2019,YR2019,Ireland,IRL,35750,4934340,86681.2701326
2019,YR2019,Italy,ITA,317239.990234375,59729081,42739.0499116836
2019,YR2019,Liechtenstein,LIE,150.000005960464,38482,..
2019,YR2019,Lithuania,LTU,11729.9995422363,2794137,37184.4536013211
2019,YR2019,Luxembourg,LUX,9489.99977111816,620001,114542.496933956
2019,YR2019,Netherlands,NLD,146339.996337891,17344874,56784.0372529824
2019,YR2019,Norway,NOR,35950.0007629395,5347896,64385.0059928545
2019,YR2019,Poland,POL,295130.004882813,37965475,33159.749027584
2019,YR2019,Portugal,PRT,44639.9993896484,10286263,34945.6615139469
2019,YR2019,Romania,ROU,73949.9969482422,19371648,30000.977830377
2019,YR2019,San Marino,SMR,..,34178,60076.0113443406
2019,YR2019,Slovak Republic,SVK,31079.9999237061,5454147,31973.4616323691
2019,YR2019,Slovenia,SVN,13600.0003814697,2088385,39034.2332483558
2019,YR2019,Spain,ESP,239979.995727539,47134837,40760.3089598945
2019,YR2019,Sweden,SWE,35000,10278887,52850.5691792533
2019,YR2019,Switzerland,CHE,37380.0010681152,8575280,70857.0890798496
2019,YR2019,United Kingdom,GBR,348920.013427734,66836327,47362.264606579
2020,YR2020,Andorra,AND,..,77700,..
2020,YR2020,Austria,AUT,..,8916864,51988.4158297933
2020,YR2020,Belgium,BEL,..,11538604,48978.9342485189
2020,YR2020,Croatia,HRV,..,4047680,26945.9078640121
2020,YR2020,Cyprus,CYP,..,1237537,39464.53515625
2020,YR2020,Czechia,CZE,..,10697858,38639.9795202601
2020,YR2020,Denmark,DNK,..,5831404,55518.5971009156
2020,YR2020,Estonia,EST,..,1329522,35883.265325261
2020,YR2020,Finland,FIN,..,5529543,47443.903598625
2020,YR2020,France,FRA,..,67571107,42233.1396001127
2020,YR2020,Germany,DEU,..,83160871,51840.3296919358
2020,YR2020,Greece,GRC,..,10698599,27103.5409073372
2020,YR2020,Hungary,HUN,..,9750149,31231.5959420002
2020,YR2020,Iceland,ISL,..,366463,52174.5723818771
2020,YR2020,Ireland,IRL,..,4985382,91099.7485419568
2020,YR2020,Italy,ITA,..,59438851,39065.2820998578
2020,YR2020,Liechtenstein,LIE,..,38756,..
2020,YR2020,Lithuania,LTU,..,2794885,37166.4115832708
2020,YR2020,Luxembourg,LUX,..,630419,111751.314751362
2020,YR2020,Netherlands,NLD,..,17441500,54275.0030465677
2020,YR2020,Norway,NOR,..,5379475,63548.0008158322
2020,YR2020,Poland,POL,..,37899070,32546.8259419319
2020,YR2020,Portugal,PRT,..,10297081,32011.3251586829
2020,YR2020,Romania,ROU,..,19265250,29057.2846039286
2020,YR2020,San Marino,SMR,..,34007,56364.2141631912
2020,YR2020,Slovak Republic,SVK,..,5458827,30867.9723975671
2020,YR2020,Slovenia,SVN,..,2102419,37098.119340397
2020,YR2020,Spain,ESP,..,47365655,35967.8915333896
2020,YR2020,Sweden,SWE,..,10353442,51331.2822226344
2020,YR2020,Switzerland,CHE,..,8638167,68670.2394154478
2020,YR2020,United Kingdom,GBR,..,67081000,41984.1057181241
2021,YR2021,Andorra,AND,..,79034,..
2021,YR2021,Austria,AUT,..,8955797,54121.1455420496
2021,YR2021,Belgium,BEL,..,11592952,51739.537932581
2021,YR2021,Croatia,HRV,..,3899000,31630.1766373982
2021,YR2021,Cyprus,CYP,..,1244188,41694.2578125
2021,YR2021,Czechia,CZE,..,10505772,40740.9939756632
2021,YR2021,Denmark,DNK,..,5856733,57962.6540943813
2021,YR2021,Estonia,EST,..,1330932,38717.6961505119
2021,YR2021,Finland,FIN,..,5541017,48753.3547090561
2021,YR2021,France,FRA,..,67749632,44993.1259455262
2021,YR2021,Germany,DEU,..,83196078,53179.6544047515
2021,YR2021,Greece,GRC,..,10641221,29548.0389102217
2021,YR2021,Hungary,HUN,..,9709891,33593.1519691848
2021,YR2021,Iceland,ISL,..,372520,53586.1556357122
2021,YR2021,Ireland,IRL,..,5033165,102496.220004421
2021,YR2021,Italy,ITA,..,59109668,41929.4311112097
2021,YR2021,Liechtenstein,LIE,..,39039,..
2021,YR2021,Lithuania,LTU,..,2800839,39305.6130533838
2021,YR2021,Luxembourg,LUX,..,640064,115683.493708265
2021,YR2021,Netherlands,NLD,..,17533044,56617.3517924422
2021,YR2021,Norway,NOR,..,5408320,65662.1743876638
2021,YR2021,Poland,POL,..,37747124,34915.5235741243
2021,YR2021,Portugal,PRT,..,10325147,33674.5272009225
2021,YR2021,Romania,ROU,..,19119880,30771.4357160501
2021,YR2021,San Marino,SMR,..,33745,..
2021,YR2021,Slovak Republic,SVK,..,5447247,31866.025082395
2021,YR2021,Slovenia,SVN,..,2108079,40036.4854356389
2021,YR2021,Spain,ESP,..,47415750,37913.0757304769
2021,YR2021,Sweden,SWE,..,10415811,53613.4217306257
2021,YR2021,Switzerland,CHE,..,8703405,71032.8412048308
2021,YR2021,United Kingdom,GBR,..,67326569,44978.7147199494
,,,,,,
,,,,,,
,,,,,,
Data from database: World Development Indicators,,,,,,
Last Updated: 03/30/2023,,,,,,
