Time,Time Code,Country Name,Country Code,"Population, total [SP.POP.TOTL]","GDP per capita, PPP (constant 2017 international $) [NY.GDP.PCAP.PP.KD]",CO2 emissions (kt) [EN.ATM.CO2E.KT]
2016,YR2016,Spain,ESP,46484062,38476.787200798,247029.998779297
2016,YR2016,Sweden,SWE,9923085,51334.4320301641,38779.9987792969
2016,YR2016,Switzerland,CHE,8373338,68813.6403939646,39669.9981689453
2016,YR2016,United Kingdom,GBR,65611593,45574.8478235175,380809.997558594
2017,YR2017,Andorra,AND,73837,..,469.999998807907
2017,YR2017,Austria,AUT,8797566,54172.9867888254,65860.0006103516
2017,YR2017,Belgium,BEL,11375158,50442.2705419624,92720.0012207031
2017,YR2017,Croatia,HRV,4124531,27206.9654125638,17409.9998474121
2017,YR2017,Czechia,CZE,10594438,38824.8879170919,101830.001831055
2017,YR2017,Denmark,DNK,5764980,55356.680780178,33130.0010681152
2017,YR2017,Estonia,EST,1317384,33821.93290847,16709.9990844727
2017,YR2017,Finland,FIN,5508214,47570.133583848,43020.0004577637
2017,YR2017,France,FRA,66918020,44577.0645745394,317829.986572266
2017,YR2017,Germany,DEU,82657002,53071.4555699913,732200.012207031
2017,YR2017,Greece,GRC,10754679,28604.8609402657,66800.0030517578
2017,YR2017,Greenland,GRL,56171,..,..
2017,YR2017,Hungary,HUN,9787966,29501.1204204706,46439.998626709
2017,YR2017,Iceland,ISL,343400,55638.4920591796,1669.99995708466
2017,YR2017,Ireland,IRL,4807388,77749.2019569363,37779.9987792969
2017,YR2017,Italy,ITA,60536709,41581.120790548,329190.002441406
2017,YR2017,Latvia,LVA,1942248,28673.5633962664,7119.99988555908
2017,YR2017,Liechtenstein,LIE,37889,..,159.999996423721
2017,YR2017,Lithuania,LTU,2828403,33761.871239796,11220.0002670288
2017,YR2017,Luxembourg,LUX,596336,114985.842235989,9000
2017,YR2017,Monaco,MCO,37044,..,..
2017,YR2017,Netherlands,NLD,17131296,55088.6338006744,155759.994506836
2017,YR2017,Norway,NOR,5276968,64050.7561654659,37720.0012207031
2017,YR2017,Poland,POL,37974826,29958.1207092074,312859.985351563
2017,YR2017,Portugal,PRT,10300300,33044.7167387479,53330.0018310547
2017,YR2017,Romania,ROU,19588715,26943.3477378323,74209.9990844727
2017,YR2017,San Marino,SMR,34056,58201.5271010611,..
2017,YR2017,Slovak Republic,SVK,5439232,30061.5514717196,33580.0018310547
2017,YR2017,Slovenia,SVN,2066388,36507.5530416531,14119.9998855591
2017,YR2017,Spain,ESP,46593236,39528.9253872668,263450.012207031
2017,YR2017,Sweden,SWE,10057698,51947.9542478244,38290.0009155273
2017,YR2017,Switzerland,CHE,8451840,69103.570264696,38700.0007629395
2017,YR2017,United Kingdom,GBR,66058859,46372.38660351,367000
2018,YR2018,Andorra,AND,75013,..,490.000009536743
2018,YR2018,Austria,AUT,8840521,55217.2865300768,63060.001373291
2018,YR2018,Belgium,BEL,11427054,51113.4817384021,93660.0036621094
2018,YR2018,Croatia,HRV,4087843,28219.9630188516,16430.0003051758
2018,YR2018,Czechia,CZE,10629928,39941.2853497589,100900.001525879
2018,YR2018,Denmark,DNK,5793636,56178.7746299825,33130.0010681152
2018,YR2018,Estonia,EST,1321977,34979.8670494407,15319.9996948242
2018,YR2018,Finland,FIN,5515525,48048.5246160501,44580.0018310547
2018,YR2018,France,FRA,67158348,45245.9608684875,307049.987792969
2018,YR2018,Germany,DEU,82905782,53431.3928655449,707700.012207031
2018,YR2018,Greece,GRC,10732882,29141.1743829385,65019.9966430664
2018,YR2018,Greenland,GRL,56023,..,..
2018,YR2018,Hungary,HUN,9775564,31122.5027861567,46400.0015258789
2018,YR2018,Iceland,ISL,352721,56816.363605094,1700.00004768372
2018,YR2018,Ireland,IRL,4867316,83340.3915953792,37659.9998474121
2018,YR2018,Italy,ITA,60421760,42045.9214694407,324880.004882813
2018,YR2018,Latvia,LVA,1927174,30051.4025635035,7789.99996185303
2018,YR2018,Liechtenstein,LIE,38181,..,140.000000596046
2018,YR2018,Lithuania,LTU,2801543,35446.708082914,11649.9996185303
2018,YR2018,Luxembourg,LUX,607950,114164.468558094,9319.99969482422
2018,YR2018,Monaco,MCO,37029,..,..
2018,YR2018,Netherlands,NLD,17231624,56060.9136269404,151360.000610352
2018,YR2018,Norway,NOR,5311916,64341.2586813606,37590.0001525879
2018,YR2018,Poland,POL,37974750,31739.2569617723,311910.003662109
2018,YR2018,Portugal,PRT,10283822,34040.7253873665,49500
2018,YR2018,Romania,ROU,19473970,28736.0949971045,75190.0024414063
2018,YR2018,San Marino,SMR,34156,58898.0580772496,..
2018,YR2018,Slovak Republic,SVK,5446771,31229.8632709979,33000
2018,YR2018,Slovenia,SVN,2073894,37995.7163789561,14069.9996948242
2018,YR2018,Spain,ESP,46797754,40255.2537632492,257040.008544922
2018,YR2018,Sweden,SWE,10175214,52349.2924275599,36009.9983215332
2018,YR2018,Switzerland,CHE,8514329,70558.5630191075,37479.9995422363
2018,YR2018,United Kingdom,GBR,66460344,46878.1349608861,360730.010986328
2019,YR2019,Andorra,AND,76343,..,500
2019,YR2019,Austria,AUT,8879920,55806.4382499366,64769.9966430664
2019,YR2019,Belgium,BEL,11488980,51977.1853280951,93010.0021362305
2019,YR2019,Croatia,HRV,4065253,29347.5482268596,16520.0004577637
2019,YR2019,Czechia,CZE,10671870,40989.7266228223,96290.0009155273
2019,YR2019,Denmark,DNK,5814422,56813.9641554635,29700.0007629395
2019,YR2019,Estonia,EST,1326898,36153.4319482746,10180.0003051758
2019,YR2019,Finland,FIN,5521606,48583.4339897935,40709.9990844727
2019,YR2019,France,FRA,67388001,45922.7947390313,300519.989013672
2019,YR2019,Germany,DEU,83092962,53874.3166510099,657400.024414063
2019,YR2019,Greece,GRC,10721582,29721.5857620428,60000
2019,YR2019,Greenland,GRL,56225,..,..
2019,YR2019,Hungary,HUN,9771141,32649.141606821,46380.0010681152
2019,YR2019,Iceland,ISL,360563,56923.1724505126,1639.99998569489
2019,YR2019,Ireland,IRL,4934340,86681.2701326,35750
2019,YR2019,Italy,ITA,59729081,42739.0499116836,317239.990234375
2019,YR2019,Latvia,LVA,1913822,31038.6792668747,7570.00017166138
2019,YR2019,Liechtenstein,LIE,38482,..,150.000005960464
2019,YR2019,Lithuania,LTU,2794137,37184.4536013211,11729.9995422363
2019,YR2019,Luxembourg,LUX,620001,114542.496933956,9489.99977111816
2019,YR2019,Monaco,MCO,37034,..,..
2019,YR2019,Netherlands,NLD,17344874,56784.0372529824,146339.996337891
2019,YR2019,Norway,NOR,5347896,64385.0059928545,35950.0007629395
2019,YR2019,Poland,POL,37965475,33159.749027584,295130.004882813
2019,YR2019,Portugal,PRT,10286263,34945.6615139469,44639.9993896484
2019,YR2019,Romania,ROU,19371648,30000.977830377,73949.9969482422
2019,YR2019,San Marino,SMR,34178,60076.0113443406,..
2019,YR2019,Slovak Republic,SVK,5454147,31973.4616323691,31079.9999237061
2019,YR2019,Slovenia,SVN,2088385,39034.2332483558,13600.0003814697
2019,YR2019,Spain,ESP,47134837,40760.3089598945,239979.995727539
2019,YR2019,Sweden,SWE,10278887,52850.5691792533,35000
2019,YR2019,Switzerland,CHE,8575280,70857.0890798496,37380.0010681152
2019,YR2019,United Kingdom,GBR,66836327,47362.264606579,348920.013427734
2020,YR2020,Andorra,AND,77700,..,..
2020,YR2020,Austria,AUT,8916864,51988.4158297933,..
2020,YR2020,Belgium,BEL,11538604,48978.9342485189,..
2020,YR2020,Croatia,HRV,4047680,26945.9078640121,..
2020,YR2020,Czechia,CZE,10697858,38639.9795202601,..
2020,YR2020,Denmark,DNK,5831404,55518.5971009156,..
2020,YR2020,Estonia,EST,1329522,35883.265325261,..
2020,YR2020,Finland,FIN,5529543,47443.903598625,..
2020,YR2020,France,FRA,67571107,42233.1396001127,..
2020,YR2020,Germany,DEU,83160871,51840.3296919358,..
2020,YR2020,Greece,GRC,10698599,27103.5409073372,..
2020,YR2020,Greenland,GRL,56367,..,..
2020,YR2020,Hungary,HUN,9750149,31231.5959420002,..
2020,YR2020,Iceland,ISL,366463,52174.5723818771,..
2020,YR2020,Ireland,IRL,4985382,91099.7485419568,..
2020,YR2020,Italy,ITA,59438851,39065.2820998578,..
2020,YR2020,Latvia,LVA,1900449,30568.5018156322,..
2020,YR2020,Liechtenstein,LIE,38756,..,..
2020,YR2020,Lithuania,LTU,2794885,37166.4115832708,..
2020,YR2020,Luxembourg,LUX,630419,111751.314751362,..
2020,YR2020,Monaco,MCO,36922,..,..
2020,YR2020,Netherlands,NLD,17441500,54275.0030465677,..
2020,YR2020,Norway,NOR,5379475,63548.0008158322,..
2020,YR2020,Poland,POL,37899070,32546.8259419319,..
2020,YR2020,Portugal,PRT,10297081,32011.3251586829,..
2020,YR2020,Romania,ROU,19265250,29057.2846039286,..
2020,YR2020,San Marino,SMR,34007,56364.2141631912,..
2020,YR2020,Slovak Republic,SVK,5458827,30867.9723975671,..
2020,YR2020,Slovenia,SVN,2102419,37098.119340397,..
2020,YR2020,Spain,ESP,47365655,35967.8915333896,..
2020,YR2020,Sweden,SWE,10353442,51331.2822226344,..
2020,YR2020,Switzerland,CHE,8638167,68670.2394154478,..
2020,YR2020,United Kingdom,GBR,67081000,41984.1057181241,..
2021,YR2021,Andorra,AND,79034,..,..
2021,YR2021,Austria,AUT,8955797,54121.1455420496,..
2021,YR2021,Belgium,BEL,11592952,51739.537932581,..
2021,YR2021,Croatia,HRV,3899000,31630.1766373982,..
2021,YR2021,Czechia,CZE,10505772,40740.9939756632,..
2021,YR2021,Denmark,DNK,5856733,57962.6540943813,..
2021,YR2021,Estonia,EST,1330932,38717.6961505119,..
2021,YR2021,Finland,FIN,5541017,48753.3547090561,..
2021,YR2021,France,FRA,67749632,44993.1259455262,..
2021,YR2021,Germany,DEU,83196078,53179.6544047515,..
2021,YR2021,Greece,GRC,10641221,29548.0389102217,..
2021,YR2021,Greenland,GRL,56653,..,..
2021,YR2021,Hungary,HUN,9709891,33593.1519691848,..
2021,YR2021,Iceland,ISL,372520,53586.1556357122,..
2021,YR2021,Ireland,IRL,5033165,102496.220004421,..
2021,YR2021,Italy,ITA,59109668,41929.4311112097,..
2021,YR2021,Latvia,LVA,1884490,32081.4547187248,..
2021,YR2021,Liechtenstein,LIE,39039,..,..
2021,YR2021,Lithuania,LTU,2800839,39305.6130533838,..
2021,YR2021,Luxembourg,LUX,640064,115683.493708265,..
2021,YR2021,Monaco,MCO,36686,..,..
2021,YR2021,Netherlands,NLD,17533044,56617.3517924422,..
2021,YR2021,Norway,NOR,5408320,65662.1743876638,..
2021,YR2021,Poland,POL,37747124,34915.5235741243,..
2021,YR2021,Portugal,PRT,10325147,33674.5272009225,..
2021,YR2021,Romania,ROU,19119880,30771.4357160501,..
2021,YR2021,San Marino,SMR,33745,..,..
2021,YR2021,Slovak Republic,SVK,5447247,31866.025082395,..
2021,YR2021,Slovenia,SVN,2108079,40036.4854356389,..
2021,YR2021,Spain,ESP,47415750,37913.0757304769,..
2021,YR2021,Sweden,SWE,10415811,53613.4217306257,..
2021,YR2021,Switzerland,CHE,8703405,71032.8412048308,..
2021,YR2021,United Kingdom,GBR,67326569,44978.7147199494,..
,,,,,,
,,,,,,
,,,,,,
Data from database: World Development Indicators,,,,,,
Last Updated: 03/30/2023,,,,,,
